"","EXPEDIENTE","TIPO","REGIÓN","PROVINCIA","CIUDAD","TAMAÑO","SECTOR","EMPLEADOS","ACTIVO","PATRIMONIO","VENTAS","UTILIDAD","SECTOR_PROD"
"23867",146043,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",5,13228.32,10081.47,66689.48,81.47,"MANUFACTURA"
"23868",309639,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",2,1805.92,481.02,1392,81.02,"MANUFACTURA"
"23869",146716,"RESPONSABILIDAD LIMITADA","COSTA","MANABI","MANTA","MICROEMPRESA","SOCIETARIO",5,23365.91,580.47,3312.73,80.29,"MANUFACTURA"
"23870",713375,"ANÓNIMA","COSTA","GUAYAS","DAULE","MICROEMPRESA","SOCIETARIO",4,1720.35,879.17,15758,79.17,"MANUFACTURA"
"23871",716162,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,896.48,879.08,43480.06,79.08,"MANUFACTURA"
"23872",142706,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,353168.64,17738.32,52886.23,75.78,"MANUFACTURA"
"23873",129233,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",7,511332.06,16048.98,40809.73,71.95,"MANUFACTURA"
"23874",16107,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",9,94922.13,16137.31,98131.92,71.67,"MANUFACTURA"
"23875",141015,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,41139.6,35068.35,27235.34,70.86,"MANUFACTURA"
"23876",15538,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",7,148403.63,2571.87,87221.21,70.28,"MANUFACTURA"
"23877",1954,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",15,357107.02,60567.22,476177.77,68.2,"MANUFACTURA"
"23878",701818,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",2,23969.54,-10784.8,65191.71,66.06,"MANUFACTURA"
"23879",44053,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,229609.91,12414.38,244466.1,63.97,"MANUFACTURA"
"23880",119809,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",11,661.47,646.7,364.5,63.73,"MANUFACTURA"
"23881",303432,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,6431.08,552.37,647.24,63.72,"MANUFACTURA"
"23882",85088,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",9,380171.32,299784.79,1183,62.31,"MANUFACTURA"
"23883",720207,"ANÓNIMA","SIERRA","LOJA","LOJA","MICROEMPRESA","SOCIETARIO",6,13312.08,869.25,667.38,62.31,"MANUFACTURA"
"23884",12751,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,25364.53,16097.21,8906.07,61.61,"MANUFACTURA"
"23885",176177,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,880,860,80,60,"MANUFACTURA"
"23886",143939,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",8,480655.88,194564.63,413228.03,58.49,"MANUFACTURA"
"23887",63269,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",7,124799.61,11914.64,13800,58.11,"MANUFACTURA"
"23888",307057,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1404.5,1388.19,155.5,57.81,"MANUFACTURA"
"23889",309071,"RESPONSABILIDAD LIMITADA","SIERRA","TUNGURAHUA","AMBATO","MICROEMPRESA","SOCIETARIO",4,4514.42,453.81,68.99,53.81,"MANUFACTURA"
"23890",303694,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,1674.48,1674.48,2578.52,50.3,"MANUFACTURA"
"23891",19057,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,644798.16,644798.16,0,48.92,"MANUFACTURA"
"23892",702706,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,15422.2,5332.2,102434.88,48.74,"MANUFACTURA"
"23893",144121,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MICROEMPRESA","SOCIETARIO",4,254458.09,3004.33,3350.21,47.92,"MANUFACTURA"
"23894",178875,"ANÓNIMA","COSTA","EL ORO","MACHALA","PEQUEÑA","SOCIETARIO",10,34197.01,3046.96,120000,46.96,"MANUFACTURA"
"23895",719084,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",8,2226.9,850.23,2504.09,45.21,"MANUFACTURA"
"23896",705697,"ANÓNIMA","SIERRA","PICHINCHA","CAYAMBE","MICROEMPRESA","SOCIETARIO",4,1044.12,1044.12,0,44.12,"MANUFACTURA"
"23897",36739,"ANÓNIMA","SIERRA","TUNGURAHUA","BAÑOS DE AGUA SANTA","PEQUEÑA","SOCIETARIO",5,49104.28,19515.46,104099.17,44.05,"MANUFACTURA"
"23898",304973,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,37220.98,1359.5,29656.42,43.85,"MANUFACTURA"
"23899",311923,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,857.5,843.12,98.56,43.12,"MANUFACTURA"
"23900",179660,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",7,77123.36,32002.9,79097.85,42.31,"MANUFACTURA"
"23901",54132,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",10,155371.35,15898.58,238714.1,40.53,"MANUFACTURA"
"23902",170846,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,10213.71,839.61,31544.18,39.61,"MANUFACTURA"
"23903",306942,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,19615.76,-1353.42,11298.55,39.02,"MANUFACTURA"
"23904",180300,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","PEQUEÑA","SOCIETARIO",9,805678.27,354972.38,203514.87,38.16,"MANUFACTURA"
"23905",710138,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,23446.67,4084.61,327765.57,37.81,"MANUFACTURA"
"23906",301319,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",8,13035.8,5184.66,6714.91,36.19,"MANUFACTURA"
"23907",174881,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,11460.01,11449.85,0,36.03,"MANUFACTURA"
"23908",719574,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",5,3719.44,1035.86,150,35.86,"MANUFACTURA"
"23909",303198,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,30312.42,8718.61,13385.84,35.26,"MANUFACTURA"
"23910",711065,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,9305.16,906.37,4600.5,35.07,"MANUFACTURA"
"23911",178671,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",17,1075.95,1066.14,2799.57,34.76,"MANUFACTURA"
"23912",171981,"ANÓNIMA","SIERRA","IMBABURA","OTAVALO","MICROEMPRESA","SOCIETARIO",4,63106.21,2038.84,7677.38,34.19,"MANUFACTURA"
"23913",169500,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,24724.05,2387.76,229450,31.37,"MANUFACTURA"
"23914",129378,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,40739.78,829.15,31351.75,29.15,"MANUFACTURA"
"23915",710774,"ANÓNIMA","COSTA","GUAYAS","ELOY ALFARO (DURAN)","MICROEMPRESA","SOCIETARIO",3,11323.67,11323.38,4077.88,28.08,"MANUFACTURA"
"23916",709812,"ANÓNIMA","COSTA","GUAYAS","ELOY ALFARO (DURAN)","MICROEMPRESA","SOCIETARIO",4,1173.68,1150.86,1370.58,27.52,"MANUFACTURA"
"23917",310114,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1550.97,430.56,4823.65,27.5,"MANUFACTURA"
"23918",6227,"ANÓNIMA","SIERRA","CAÑAR","AZOGUES","PEQUEÑA","SOCIETARIO",5,38741.1,29693.1,125,26.7,"MANUFACTURA"
"23919",307425,"RESPONSABILIDAD LIMITADA","SIERRA","CHIMBORAZO","RIOBAMBA","MICROEMPRESA","SOCIETARIO",4,984.19,426.29,75601.7,26.29,"MANUFACTURA"
"23920",142856,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,1696.09,1037.34,170,26.25,"MANUFACTURA"
"23921",144310,"ANÓNIMA","COSTA","ESMERALDAS","ESMERALDAS","MICROEMPRESA","SOCIETARIO",4,427296.28,370025.65,10323.85,25.65,"MANUFACTURA"
"23922",717672,"ANÓNIMA","COSTA","GUAYAS","DAULE","MICROEMPRESA","SOCIETARIO",4,832.73,826.31,1323.5,25.52,"MANUFACTURA"
"23923",308527,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",2,3695.13,425.48,959.38,25.48,"MANUFACTURA"
"23924",162479,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",9,167613.35,51339.93,218523.09,23.5,"MANUFACTURA"
"23925",112313,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,27732.74,13237.85,29533.63,22.87,"MANUFACTURA"
"23926",706072,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,3973.28,2475.37,18310.98,22.18,"MANUFACTURA"
"23927",712872,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","PEQUEÑA","SOCIETARIO",4,3675.39,422.08,592707.49,22.08,"MANUFACTURA"
"23928",709227,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,2916.73,1024.18,595.65,21.98,"MANUFACTURA"
"23929",713167,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,2027,1785.18,100,21,"MANUFACTURA"
"23930",306974,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",14,5020.04,1112.68,3228.43,20.07,"MANUFACTURA"
"23931",310352,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",3,900.34,821.67,6914.57,19.5,"MANUFACTURA"
"23932",181338,"ANÓNIMA","COSTA","GUAYAS","LOMAS DE SARGENTILLO","MICROEMPRESA","SOCIETARIO",4,848.02,843.17,0,16.56,"MANUFACTURA"
"23933",179595,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,42046.29,40706.94,30.81,15.91,"MANUFACTURA"
"23934",308456,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",2,3094.04,1210.6,40,15.6,"MANUFACTURA"
"23935",701412,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",5,343033.92,1022.77,696705.73,15.27,"MANUFACTURA"
"23936",704322,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,4184.01,821.37,0,15,"MANUFACTURA"
"23937",301532,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,1153.45,-386.09,846.43,13.32,"MANUFACTURA"
"23938",20473,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1053.84,1050.95,50.2,13.15,"MANUFACTURA"
"23939",309325,"RESPONSABILIDAD LIMITADA","SIERRA","IMBABURA","COTACACHI","MICROEMPRESA","SOCIETARIO",4,908.34,813.82,1283.32,13.13,"MANUFACTURA"
"23940",135694,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",2,38078.88,15445.68,13013.29,12.02,"MANUFACTURA"
"23941",109856,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,53671.44,1457.62,41377.38,11.27,"MANUFACTURA"
"23942",310520,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,8900.48,810.85,4019.4,10.85,"MANUFACTURA"
"23943",110199,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",5,53988.56,53988.56,2400,10.65,"MANUFACTURA"
"23944",706528,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,578.18,578.18,1950,10.27,"MANUFACTURA"
"23945",181092,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,473.12,466.23,160,10.2,"MANUFACTURA"
"23946",306207,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",3,13105.32,2383.92,5607.95,9.75,"MANUFACTURA"
"23947",303405,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","CONOCOTO","MICROEMPRESA","SOCIETARIO",3,304.77,304.77,69.17,9.02,"MANUFACTURA"
"23948",716822,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",12,893.51,608.13,0,8.13,"MANUFACTURA"
"23949",180979,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,863.03,860.36,43.6,7.9,"MANUFACTURA"
"23950",718300,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1324.97,807.85,0,7.34,"MANUFACTURA"
"23951",721106,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,808.75,807,7,7,"MANUFACTURA"
"23952",717547,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,806.3,806.3,7565.36,6.3,"MANUFACTURA"
"23953",90107,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,9635.08,4805.98,4378,5.98,"MANUFACTURA"
"23954",27122,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",3,204776.5,2660.7,40,5,"MANUFACTURA"
"23955",140929,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",5,844.32,844.32,50,4.89,"MANUFACTURA"
"23956",307724,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",7,805.93,805.93,158,3.93,"MANUFACTURA"
"23957",124469,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,42807.27,39857.6,37262.13,3.29,"MANUFACTURA"
"23958",172448,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",3,789.05,457.9,0,2.59,"MANUFACTURA"
"23959",704940,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,179655.01,138164.5,3260.87,2.06,"MANUFACTURA"
"23960",715175,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,4420.59,801.06,49.73,1.06,"MANUFACTURA"
"23961",98386,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,801,801,1,1,"MANUFACTURA"
"23962",177847,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,2580.63,800.9,34207.7,0.03,"MANUFACTURA"
"23963",432,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,16693.98,15656.35,0,0,"MANUFACTURA"
"23964",646,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",28,2289445.41,1711201.59,1272141.46,0,"MANUFACTURA"
"23965",1267,"ANÓNIMA","SIERRA","AZUAY","CUENCA","MICROEMPRESA","SOCIETARIO",4,694751.05,692123.45,60000,0,"MANUFACTURA"
"23966",1589,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",63,3957489.7,2131843.57,5286354.89,0,"MANUFACTURA"
"23967",2225,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","BALZAR","PEQUEÑA","SOCIETARIO",12,1000,1000,0,0,"MANUFACTURA"
"23968",3204,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",43,1185553.56,602260.93,999846.02,0,"MANUFACTURA"
"23969",4422,"ANÓNIMA","COSTA","SANTA ELENA","SALINAS","MICROEMPRESA","SOCIETARIO",4,314237.16,262113.11,0,0,"MANUFACTURA"
"23970",5044,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,192878.59,143103.9,249730.92,0,"MANUFACTURA"
"23971",5048,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,133971.6,25170.58,0,0,"MANUFACTURA"
"23972",5558,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",13,309200.27,216695.05,687109.09,0,"MANUFACTURA"
"23973",6056,"ANÓNIMA","SIERRA","AZUAY","CUENCA","MICROEMPRESA","SOCIETARIO",3,240000,240000,0,0,"MANUFACTURA"
"23974",7928,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",6,470007.38,99649.98,926801.72,0,"MANUFACTURA"
"23975",8009,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",12,0,0,912419.54,0,"MANUFACTURA"
"23976",8117,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",28,870262.91,411288.53,802211.43,0,"MANUFACTURA"
"23977",8157,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",133,19628882.8,15070280,30601602.7,0,"MANUFACTURA"
"23978",8349,"ANÓNIMA","SIERRA","TUNGURAHUA","AMBATO","PEQUEÑA","SOCIETARIO",19,499805,94894.9,370955.04,0,"MANUFACTURA"
"23979",9117,"ANÓNIMA","COSTA","GUAYAS","DAULE","MICROEMPRESA","SOCIETARIO",0,37517.65,37517.65,0,0,"MANUFACTURA"
"23980",9419,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,800,800,0,0,"MANUFACTURA"
"23981",9442,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,28523,28523,1970,0,"MANUFACTURA"
"23982",10060,"ANÓNIMA","COSTA","MANABI","MANTA","PEQUEÑA","SOCIETARIO",11,1967971.77,211187.55,0,0,"MANUFACTURA"
"23983",10104,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",8,0,0,0,0,"MANUFACTURA"
"23984",10899,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",29,1550608.91,654820.05,1237821.79,0,"MANUFACTURA"
"23985",11327,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,190285.66,190285.66,0,0,"MANUFACTURA"
"23986",13318,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",69,7346779.18,4684164.85,4678093.82,0,"MANUFACTURA"
"23987",13779,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,0,0,0,0,"MANUFACTURA"
"23988",14703,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","ALANGASÍ","MEDIANA","SOCIETARIO",63,1632101.83,166459.86,2077002.56,0,"MANUFACTURA"
"23989",14788,"RESPONSABILIDAD LIMITADA","SIERRA","TUNGURAHUA","AMBATO","GRANDE","SOCIETARIO",99,6337859.26,2678326.08,7402225.62,0,"MANUFACTURA"
"23990",15415,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",21,543268.16,158999.98,2257520.27,0,"MANUFACTURA"
"23991",15734,"RESPONSABILIDAD LIMITADA","SIERRA","IMBABURA","OTAVALO","MEDIANA","SOCIETARIO",23,2392894.47,1415415.14,1392674.84,0,"MANUFACTURA"
"23992",15736,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",4,0,0,1702915.22,0,"MANUFACTURA"
"23993",15926,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,18752.23,431.67,0,0,"MANUFACTURA"
"23994",18303,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",2,0,0,0,0,"MANUFACTURA"
"23995",18507,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",2,108976.59,106192.56,0,0,"MANUFACTURA"
"23996",20214,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,47132.38,26682.9,0,0,"MANUFACTURA"
"23997",20747,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",22,914626.7,688103.29,1950440.79,0,"MANUFACTURA"
"23998",21085,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","MERCADO DE VALORES",80,5119798.75,2415432.81,5172799.08,0,"MANUFACTURA"
"23999",22156,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,4475.92,3418.35,0,0,"MANUFACTURA"
"24000",22495,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,337935.8,1935.8,0,0,"MANUFACTURA"
"24001",22843,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,160636.93,16153.33,0,0,"MANUFACTURA"
"24002",22978,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",34,1000,1000,0,0,"MANUFACTURA"
"24003",23274,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,134075.9,134075.9,0,0,"MANUFACTURA"
"24004",23608,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,7544.41,7544.41,0,0,"MANUFACTURA"
"24005",23828,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",4,2094735.63,2094735.63,0,0,"MANUFACTURA"
"24006",24138,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,9785.36,3427.55,700,0,"MANUFACTURA"
"24007",25143,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,135822.08,413.01,0,0,"MANUFACTURA"
"24008",25150,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",1,40955.12,309.98,0,0,"MANUFACTURA"
"24009",25403,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,2013.37,2013.37,0,0,"MANUFACTURA"
"24010",25787,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1877.76,1877.76,0,0,"MANUFACTURA"
"24011",26209,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,3470.57,3336.12,21097.5,0,"MANUFACTURA"
"24012",26253,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",12,800,800,16233.5,0,"MANUFACTURA"
"24013",26577,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",4,321503.86,47209.4,0,0,"MANUFACTURA"
"24014",26634,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",2,928962.05,898597.02,0,0,"MANUFACTURA"
"24015",26766,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,127080.82,400,0,0,"MANUFACTURA"
"24016",26800,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,301996,49776.52,0,0,"MANUFACTURA"
"24017",26892,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",65,1202030.78,641157.92,3981775.87,0,"MANUFACTURA"
"24018",27839,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,82397.14,22663.56,8344.72,0,"MANUFACTURA"
"24019",27951,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",45,1863686.1,660068.2,2973524.02,0,"MANUFACTURA"
"24020",28165,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",30,4051514.1,1131121.71,6780067.77,0,"MANUFACTURA"
"24021",28444,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","MERCADO DE VALORES",97,5979806.15,1563534.69,9316994.63,0,"MANUFACTURA"
